Review_ID,Patient_ID,Appointment_ID,Rating,Review_Text,Review_Date,Sentiment
REV03607,DP02337,APT002167,4,Doctor explained everything clearly,2024-07-13,Positive
REV03608,DP01337,APT001690,4,Quick and painless procedure,2024-12-21,Positive
REV03609,DP02456,APT004437,2,Uncomfortable experience,2024-04-11,Negative
REV03610,DP01123,APT001074,2,Too expensive for the service,2023-05-22,Negative
REV03611,DP02937,APT005096,5,Very satisfied with the treatment,2024-05-09,Positive
REV03612,DP00581,APT003744,4,Clean clinic and professional team,2023-10-09,Positive
REV03613,DP03197,APT000229,4,Great experience overall,2023-12-27,Positive
REV03614,DP02693,APT003586,4,Treatment was fine,2024-09-30,Neutral
REV03615,DP01479,APT000163,4,Average experience,2023-01-23,Neutral
REV03616,DP03075,APT003650,3,Service was okay,2025-11-15,Neutral
REV03617,DP03098,APT003994,4,Excellent service and very friendly staff,2024-11-21,Positive
REV03618,DP01035,APT001462,1,Too expensive for the service,2023-12-06,Negative
REV03619,DP00434,APT003376,4,Highly recommend this clinic,2023-02-25,Positive
REV03620,DP00622,APT003161,5,Excellent service and very friendly staff,2023-06-22,Positive
REV03621,DP03113,APT001024,4,Quick and painless procedure,2025-01-11,Positive
REV03622,DP00684,APT002563,2,Not satisfied with treatment,2025-09-30,Negative
REV03623,DP01671,APT002058,4,Quick and painless procedure,2024-03-08,Positive
REV03624,DP03083,APT002846,1,Not satisfied with treatment,2025-06-14,Negative
REV03625,DP01851,APT000957,4,Great experience overall,2024-08-15,Positive
REV03626,DP01651,APT003648,2,Staff was not very helpful,2024-05-02,Negative
REV03627,DP03136,APT003628,4,Clean clinic and professional team,2023-11-17,Positive
REV03628,DP00478,APT005699,5,Clean clinic and professional team,2024-03-08,Positive
REV03629,DP03158,APT005998,3,Average experience,2023-05-15,Neutral
REV03630,DP00141,APT006225,4,Quick and painless procedure,2023-05-04,Positive
REV03631,DP02109,APT004290,4,Excellent service and very friendly staff,2024-12-10,Positive
REV03632,DP00068,APT005342,4,Very satisfied with the treatment,2025-08-27,Positive
REV03633,DP01035,APT001158,3,Waiting time was a bit long,2023-10-24,Neutral
REV03634,DP00803,APT004781,5,Highly recommend this clinic,2025-11-22,Positive
REV03635,DP03417,APT005239,4,Service was okay,2023-06-20,Neutral
REV03636,DP00571,APT000251,4,Excellent service and very friendly staff,2024-03-16,Positive
REV03637,DP02613,APT003033,5,Highly recommend this clinic,2025-02-13,Positive
REV03638,DP02041,APT000289,3,Treatment was fine,2024-06-25,Neutral
REV03639,DP01015,APT001695,5,Doctor explained everything clearly,2024-02-07,Positive
REV03640,DP02572,APT005975,3,Service was okay,2024-10-02,Neutral
REV03641,DP02727,APT003857,5,Great experience overall,2024-06-28,Positive
REV03642,DP02118,APT002103,4,Excellent service and very friendly staff,2023-08-24,Positive
REV03643,DP03300,APT004152,5,Clean clinic and professional team,2025-11-24,Positive
REV03644,DP02768,APT002834,5,Highly recommend this clinic,2025-07-18,Positive
REV03645,DP00448,APT001626,4,Clean clinic and professional team,2024-04-27,Positive
REV03646,DP02146,APT000915,5,Doctor explained everything clearly,2023-11-14,Positive
REV03647,DP00439,APT000678,1,Too expensive for the service,2025-02-01,Negative
REV03648,DP01481,APT004603,4,Excellent service and very friendly staff,2024-11-18,Positive
REV03649,DP00291,APT003489,5,Great experience overall,2025-01-09,Positive
REV03650,DP00251,APT006768,3,Treatment was fine,2025-06-07,Neutral
REV03651,DP00426,APT003735,4,Waiting time was a bit long,2024-07-17,Neutral
REV03652,DP00117,APT004439,5,Doctor explained everything clearly,2025-06-21,Positive
REV03653,DP00709,APT006321,4,Nothing special but acceptable,2024-11-23,Neutral
REV03654,DP02530,APT000416,5,Quick and painless procedure,2025-02-09,Positive
REV03655,DP01489,APT001359,4,Highly recommend this clinic,2023-01-29,Positive
REV03656,DP01007,APT001222,2,Not satisfied with treatment,2024-03-15,Negative
REV03657,DP02796,APT002550,4,Doctor explained everything clearly,2024-12-02,Positive
REV03658,DP01414,APT004548,4,Great experience overall,2023-05-15,Positive
REV03659,DP01701,APT005551,5,Great experience overall,2024-06-06,Positive
REV03660,DP02970,APT003304,2,Staff was not very helpful,2023-07-23,Negative
REV03661,DP01604,APT001524,4,Quick and painless procedure,2024-04-29,Positive
REV03662,DP00009,APT002278,5,Very satisfied with the treatment,2025-06-17,Positive
REV03663,DP00609,APT003878,5,Quick and painless procedure,2023-01-23,Positive
REV03664,DP02215,APT001321,2,Will not visit again,2025-10-06,Negative
REV03665,DP01415,APT001270,5,Clean clinic and professional team,2023-10-23,Positive
REV03666,DP02457,APT004091,5,Great experience overall,2025-01-01,Positive
REV03667,DP02449,APT006349,3,Nothing special but acceptable,2023-06-10,Neutral
REV03668,DP00270,APT006345,5,Very satisfied with the treatment,2024-05-25,Positive
REV03669,DP01253,APT004282,4,Excellent service and very friendly staff,2025-12-10,Positive
REV03670,DP00327,APT002820,2,Uncomfortable experience,2025-02-11,Negative
REV03671,DP01898,APT006070,5,Very satisfied with the treatment,2024-11-30,Positive
REV03672,DP01309,APT002987,1,Very long waiting time,2024-04-07,Negative
REV03673,DP01317,APT004387,3,Treatment was fine,2023-07-01,Neutral
REV03674,DP02106,APT004923,4,Waiting time was a bit long,2024-10-07,Neutral
REV03675,DP02712,APT003911,5,Highly recommend this clinic,2023-02-07,Positive
REV03676,DP00405,APT000125,4,Quick and painless procedure,2025-12-03,Positive
REV03677,DP02068,APT000245,4,Quick and painless procedure,2024-03-31,Positive
REV03678,DP00802,APT001894,3,Waiting time was a bit long,2024-09-13,Neutral
REV03679,DP02513,APT005027,5,Great experience overall,2024-07-04,Positive
REV03680,DP02748,APT001207,3,Waiting time was a bit long,2025-11-05,Neutral
REV03681,DP01286,APT005801,4,Very satisfied with the treatment,2025-08-14,Positive
REV03682,DP00188,APT000998,4,Very satisfied with the treatment,2023-01-27,Positive
REV03683,DP01733,APT006191,4,Average experience,2025-07-27,Neutral
REV03684,DP02168,APT006867,4,Great experience overall,2025-07-04,Positive
REV03685,DP03353,APT003900,4,Very satisfied with the treatment,2023-09-17,Positive
REV03686,DP02306,APT003234,3,Service was okay,2025-09-02,Neutral
REV03687,DP00496,APT006176,4,Service was okay,2025-03-05,Neutral
REV03688,DP00197,APT002058,4,Average experience,2025-09-18,Neutral
REV03689,DP03429,APT003132,5,Quick and painless procedure,2025-12-10,Positive
REV03690,DP00856,APT001109,4,Doctor explained everything clearly,2025-11-25,Positive
REV03691,DP02129,APT002868,5,Quick and painless procedure,2025-07-20,Positive
REV03692,DP00742,APT001675,1,Uncomfortable experience,2023-03-02,Negative
REV03693,DP01734,APT004939,4,Very satisfied with the treatment,2025-01-20,Positive
REV03694,DP01486,APT001684,5,Very satisfied with the treatment,2023-01-15,Positive
REV03695,DP00681,APT001584,5,Very satisfied with the treatment,2024-11-28,Positive
REV03696,DP00957,APT001941,5,Excellent service and very friendly staff,2023-10-17,Positive
REV03697,DP02352,APT006823,3,Average experience,2023-12-19,Neutral
REV03698,DP03085,APT005100,1,Too expensive for the service,2024-03-31,Negative
REV03699,DP03163,APT002550,2,Not satisfied with treatment,2025-05-11,Negative
REV03700,DP00310,APT000243,3,Average experience,2024-02-03,Neutral
REV03701,DP00964,APT003207,4,Service was okay,2024-06-10,Neutral
REV03702,DP00896,APT006536,4,Service was okay,2025-12-16,Neutral
REV03703,DP01671,APT003102,4,Very satisfied with the treatment,2025-03-22,Positive
REV03704,DP03354,APT002538,4,Treatment was fine,2024-03-27,Neutral
REV03705,DP01766,APT004097,4,Doctor explained everything clearly,2023-01-22,Positive
REV03706,DP03389,APT006609,2,Uncomfortable experience,2025-10-09,Negative
REV03707,DP02134,APT002033,5,Great experience overall,2025-12-24,Positive
REV03708,DP02759,APT000454,3,Treatment was fine,2025-04-09,Neutral
REV03709,DP01340,APT004999,4,Very satisfied with the treatment,2025-01-15,Positive
REV03710,DP02928,APT005523,5,Clean clinic and professional team,2025-07-03,Positive
REV03711,DP01163,APT002973,1,Will not visit again,2025-11-17,Negative
REV03712,DP02953,APT006666,5,Great experience overall,2025-05-29,Positive
REV03713,DP02612,APT004435,4,Very satisfied with the treatment,2023-10-23,Positive
REV03714,DP01253,APT006056,5,Very satisfied with the treatment,2023-07-10,Positive
REV03715,DP01661,APT004270,4,Excellent service and very friendly staff,2025-06-16,Positive
REV03716,DP00698,APT003214,5,Quick and painless procedure,2024-04-05,Positive
REV03717,DP01947,APT004343,4,Treatment was fine,2024-04-29,Neutral
REV03718,DP01601,APT006735,4,Average experience,2025-06-05,Neutral
REV03719,DP00401,APT005496,4,Doctor explained everything clearly,2024-02-12,Positive
REV03720,DP00008,APT004012,4,Excellent service and very friendly staff,2024-05-29,Positive
REV03721,DP01153,APT001167,2,Staff was not very helpful,2024-07-10,Negative
REV03722,DP01807,APT004499,4,Highly recommend this clinic,2024-10-15,Positive
REV03723,DP00728,APT002488,1,Staff was not very helpful,2024-08-09,Negative
REV03724,DP01932,APT000623,4,Great experience overall,2024-09-01,Positive
REV03725,DP02345,APT002515,3,Nothing special but acceptable,2024-08-05,Neutral
REV03726,DP01602,APT004319,5,Highly recommend this clinic,2023-10-04,Positive
REV03727,DP02255,APT001180,5,Doctor explained everything clearly,2023-10-31,Positive
REV03728,DP02236,APT004648,3,Nothing special but acceptable,2023-08-25,Neutral
REV03729,DP02157,APT001719,4,Clean clinic and professional team,2024-09-05,Positive
REV03730,DP02383,APT006626,5,Doctor explained everything clearly,2025-10-02,Positive
REV03731,DP01509,APT001849,5,Doctor explained everything clearly,2024-11-05,Positive
REV03732,DP02163,APT000073,5,Excellent service and very friendly staff,2024-11-21,Positive
REV03733,DP01488,APT005740,5,Clean clinic and professional team,2023-01-26,Positive
REV03734,DP02747,APT001472,5,Highly recommend this clinic,2024-01-10,Positive
REV03735,DP02035,APT004711,5,Quick and painless procedure,2025-03-02,Positive
REV03736,DP02223,APT005796,5,Highly recommend this clinic,2025-12-06,Positive
REV03737,DP02043,APT005837,4,Very satisfied with the treatment,2024-12-02,Positive
REV03738,DP01122,APT003261,4,Quick and painless procedure,2024-08-10,Positive
REV03739,DP02472,APT002235,5,Clean clinic and professional team,2025-08-31,Positive
REV03740,DP03464,APT001339,3,Treatment was fine,2025-08-09,Neutral
REV03741,DP00209,APT006512,5,Highly recommend this clinic,2025-05-02,Positive
REV03742,DP03357,APT004348,5,Excellent service and very friendly staff,2024-11-26,Positive
REV03743,DP00713,APT006369,4,Clean clinic and professional team,2024-05-31,Positive
REV03744,DP02987,APT001140,5,Clean clinic and professional team,2024-02-10,Positive
REV03745,DP03445,APT002178,1,Not satisfied with treatment,2024-08-06,Negative
REV03746,DP01430,APT005996,4,Great experience overall,2023-02-08,Positive
REV03747,DP00625,APT003377,5,Clean clinic and professional team,2025-12-09,Positive
REV03748,DP02565,APT005521,4,Clean clinic and professional team,2025-12-17,Positive
REV03749,DP01811,APT002651,1,Will not visit again,2025-03-31,Negative
REV03750,DP00443,APT006460,1,Not satisfied with treatment,2024-09-01,Negative
REV03751,DP01612,APT005599,5,Very satisfied with the treatment,2023-07-30,Positive
REV03752,DP00951,APT001975,3,Nothing special but acceptable,2023-09-05,Neutral
REV03753,DP02973,APT000793,5,Excellent service and very friendly staff,2023-12-08,Positive
REV03754,DP02252,APT003739,5,Very satisfied with the treatment,2024-04-21,Positive
REV03755,DP03448,APT000535,2,Staff was not very helpful,2025-06-21,Negative
REV03756,DP00664,APT006360,4,Quick and painless procedure,2024-05-09,Positive
REV03757,DP01237,APT001975,4,Quick and painless procedure,2024-01-30,Positive
REV03758,DP03155,APT004933,4,Treatment was fine,2024-07-11,Neutral
REV03759,DP01043,APT004016,4,Waiting time was a bit long,2023-08-11,Neutral
REV03760,DP00605,APT002931,1,Not satisfied with treatment,2023-11-28,Negative
REV03761,DP00682,APT003184,3,Treatment was fine,2023-05-21,Neutral
REV03762,DP02772,APT000582,5,Excellent service and very friendly staff,2024-05-22,Positive
REV03763,DP02695,APT003813,4,Clean clinic and professional team,2023-08-14,Positive
REV03764,DP00786,APT002445,2,Not satisfied with treatment,2023-03-03,Negative
REV03765,DP03237,APT000929,4,Quick and painless procedure,2025-02-07,Positive
REV03766,DP02379,APT005710,5,Quick and painless procedure,2025-10-27,Positive
REV03767,DP00283,APT002058,4,Quick and painless procedure,2023-10-09,Positive
REV03768,DP00060,APT006711,2,Very long waiting time,2024-06-03,Negative
REV03769,DP02250,APT000239,4,Doctor explained everything clearly,2023-01-17,Positive
REV03770,DP00184,APT000830,4,Great experience overall,2023-09-19,Positive
REV03771,DP02022,APT000646,4,Very satisfied with the treatment,2024-02-18,Positive
REV03772,DP02724,APT000167,4,Great experience overall,2023-05-29,Positive
REV03773,DP03013,APT002735,5,Clean clinic and professional team,2023-02-15,Positive
REV03774,DP01973,APT006041,4,Doctor explained everything clearly,2023-07-26,Positive
REV03775,DP00801,APT004171,5,Great experience overall,2023-03-27,Positive
REV03776,DP02833,APT006324,4,Highly recommend this clinic,2023-06-28,Positive
REV03777,DP01112,APT005645,5,Excellent service and very friendly staff,2025-03-24,Positive
REV03778,DP00804,APT000181,5,Highly recommend this clinic,2024-04-15,Positive
REV03779,DP03127,APT002628,4,Clean clinic and professional team,2023-06-25,Positive
REV03780,DP02918,APT002119,4,Service was okay,2024-07-13,Neutral
REV03781,DP01513,APT006077,2,Not satisfied with treatment,2025-06-26,Negative
REV03782,DP02876,APT002109,3,Average experience,2024-10-12,Neutral
REV03783,DP01886,APT000658,4,Quick and painless procedure,2025-06-19,Positive
REV03784,DP01659,APT003039,4,Nothing special but acceptable,2025-03-23,Neutral
REV03785,DP01489,APT000025,5,Excellent service and very friendly staff,2024-11-11,Positive
REV03786,DP03160,APT006980,1,Uncomfortable experience,2025-04-29,Negative
REV03787,DP03023,APT005876,1,Too expensive for the service,2025-02-25,Negative
REV03788,DP01304,APT005005,4,Highly recommend this clinic,2025-10-04,Positive
REV03789,DP00868,APT004106,1,Uncomfortable experience,2024-11-07,Negative
REV03790,DP02106,APT001843,5,Clean clinic and professional team,2024-07-03,Positive
REV03791,DP01661,APT001395,5,Excellent service and very friendly staff,2024-05-30,Positive
REV03792,DP03212,APT000831,4,Average experience,2025-07-07,Neutral
REV03793,DP02779,APT003544,3,Treatment was fine,2023-05-26,Neutral
REV03794,DP01420,APT003775,4,Great experience overall,2025-03-18,Positive
REV03795,DP03040,APT005570,4,Excellent service and very friendly staff,2024-06-29,Positive
REV03796,DP00200,APT004339,2,Staff was not very helpful,2023-09-28,Negative
REV03797,DP01760,APT006783,4,Clean clinic and professional team,2024-10-05,Positive
REV03798,DP01587,APT006828,2,Uncomfortable experience,2025-03-21,Negative
REV03799,DP01548,APT001249,4,Excellent service and very friendly staff,2025-04-07,Positive
REV03800,DP01873,APT000507,5,Clean clinic and professional team,2024-03-16,Positive
REV03801,DP01161,APT003743,4,Waiting time was a bit long,2023-08-24,Neutral
REV03802,DP02306,APT004707,5,Great experience overall,2024-01-14,Positive
REV03803,DP03118,APT006611,3,Treatment was fine,2024-05-04,Neutral
REV03804,DP00638,APT000203,4,Clean clinic and professional team,2025-10-12,Positive
REV03805,DP03146,APT004476,5,Very satisfied with the treatment,2025-10-13,Positive
REV03806,DP01764,APT000635,4,Waiting time was a bit long,2025-01-07,Neutral
REV03807,DP02422,APT004386,4,Very satisfied with the treatment,2025-07-23,Positive
REV03808,DP01996,APT003051,5,Highly recommend this clinic,2023-03-24,Positive
REV03809,DP00129,APT003868,4,Clean clinic and professional team,2023-06-11,Positive
REV03810,DP01598,APT002502,4,Great experience overall,2024-11-12,Positive
REV03811,DP02826,APT005344,4,Doctor explained everything clearly,2023-01-15,Positive
REV03812,DP01284,APT002538,3,Average experience,2024-12-20,Neutral
REV03813,DP01854,APT000590,1,Staff was not very helpful,2023-02-07,Negative
REV03814,DP02348,APT004133,5,Excellent service and very friendly staff,2025-11-17,Positive
REV03815,DP01727,APT000970,4,Highly recommend this clinic,2024-08-31,Positive
REV03816,DP00020,APT002188,4,Doctor explained everything clearly,2024-10-15,Positive
REV03817,DP00430,APT003412,5,Doctor explained everything clearly,2023-05-21,Positive
REV03818,DP03346,APT000826,4,Average experience,2025-02-06,Neutral
REV03819,DP00904,APT001071,3,Waiting time was a bit long,2023-02-03,Neutral
REV03820,DP03092,APT006324,3,Nothing special but acceptable,2025-01-18,Neutral
REV03821,DP02362,APT002879,4,Clean clinic and professional team,2023-01-28,Positive
REV03822,DP03260,APT004427,4,Quick and painless procedure,2023-07-26,Positive
REV03823,DP01442,APT005944,5,Excellent service and very friendly staff,2024-07-26,Positive
REV03824,DP01610,APT005480,5,Excellent service and very friendly staff,2025-07-13,Positive
REV03825,DP02124,APT000516,4,Highly recommend this clinic,2025-02-09,Positive
REV03826,DP02983,APT004423,2,Uncomfortable experience,2025-08-13,Negative
REV03827,DP01830,APT006788,5,Doctor explained everything clearly,2024-01-06,Positive
REV03828,DP02271,APT003813,4,Average experience,2023-12-14,Neutral
REV03829,DP01097,APT002269,4,Highly recommend this clinic,2024-09-27,Positive
REV03830,DP01830,APT004195,4,Service was okay,2024-09-16,Neutral
REV03831,DP02285,APT005098,4,Average experience,2023-03-25,Neutral
REV03832,DP00056,APT002631,5,Very satisfied with the treatment,2024-12-07,Positive
REV03833,DP01484,APT006453,4,Doctor explained everything clearly,2025-10-03,Positive
REV03834,DP03475,APT000918,3,Average experience,2023-07-02,Neutral
REV03835,DP00774,APT001430,2,Uncomfortable experience,2025-08-30,Negative
REV03836,DP03260,APT000963,4,Average experience,2023-10-29,Neutral
REV03837,DP02343,APT004202,4,Doctor explained everything clearly,2025-01-07,Positive
REV03838,DP01648,APT006895,2,Will not visit again,2023-03-24,Negative
REV03839,DP00340,APT006564,4,Clean clinic and professional team,2025-03-25,Positive
REV03840,DP00123,APT004832,4,Doctor explained everything clearly,2025-05-18,Positive
REV03841,DP01678,APT001775,4,Very satisfied with the treatment,2023-05-02,Positive
REV03842,DP02751,APT006103,4,Doctor explained everything clearly,2025-10-26,Positive
REV03843,DP00863,APT002872,3,Average experience,2025-05-09,Neutral
REV03844,DP02188,APT005295,4,Treatment was fine,2023-05-13,Neutral
REV03845,DP00331,APT005204,4,Doctor explained everything clearly,2024-10-05,Positive
REV03846,DP02555,APT001996,4,Quick and painless procedure,2025-06-02,Positive
REV03847,DP01079,APT000091,5,Great experience overall,2024-05-04,Positive
REV03848,DP01667,APT004546,4,Doctor explained everything clearly,2024-06-26,Positive
REV03849,DP03458,APT004853,4,Highly recommend this clinic,2023-07-15,Positive
REV03850,DP01878,APT001299,5,Great experience overall,2025-03-02,Positive
REV03851,DP02022,APT000682,5,Excellent service and very friendly staff,2023-07-07,Positive
REV03852,DP01424,APT003681,4,Highly recommend this clinic,2024-10-04,Positive
REV03853,DP01997,APT000215,4,Service was okay,2023-10-02,Neutral
REV03854,DP02692,APT006748,3,Service was okay,2023-09-17,Neutral
REV03855,DP02063,APT005695,5,Clean clinic and professional team,2024-02-23,Positive
REV03856,DP02960,APT005990,1,Staff was not very helpful,2025-08-31,Negative
REV03857,DP01078,APT004173,4,Great experience overall,2024-05-27,Positive
REV03858,DP00901,APT004399,4,Excellent service and very friendly staff,2024-11-04,Positive
REV03859,DP02815,APT003622,4,Very satisfied with the treatment,2025-08-01,Positive
REV03860,DP00184,APT002707,2,Staff was not very helpful,2025-06-21,Negative
REV03861,DP00449,APT003398,3,Nothing special but acceptable,2025-06-27,Neutral
REV03862,DP02008,APT001075,4,Average experience,2025-10-16,Neutral
REV03863,DP01363,APT003107,3,Service was okay,2024-10-06,Neutral
REV03864,DP00249,APT005546,4,Treatment was fine,2023-06-01,Neutral
REV03865,DP00348,APT003578,5,Doctor explained everything clearly,2024-05-17,Positive
REV03866,DP01920,APT000689,3,Average experience,2024-10-07,Neutral
REV03867,DP02164,APT003258,4,Highly recommend this clinic,2025-09-25,Positive
REV03868,DP02802,APT000468,5,Quick and painless procedure,2023-05-14,Positive
REV03869,DP01849,APT000264,4,Nothing special but acceptable,2025-06-16,Neutral
REV03870,DP00087,APT002172,4,Great experience overall,2024-03-11,Positive
REV03871,DP01328,APT006011,4,Excellent service and very friendly staff,2024-01-15,Positive
REV03872,DP00380,APT005234,4,Service was okay,2024-06-12,Neutral
REV03873,DP00151,APT003975,4,Treatment was fine,2023-01-11,Neutral
REV03874,DP02171,APT003563,2,Will not visit again,2024-07-14,Negative
REV03875,DP03085,APT006672,2,Not satisfied with treatment,2024-11-29,Negative
REV03876,DP00964,APT005167,2,Very long waiting time,2025-07-12,Negative
REV03877,DP01357,APT005037,4,Nothing special but acceptable,2025-08-31,Neutral
REV03878,DP02494,APT002578,5,Highly recommend this clinic,2023-01-06,Positive
REV03879,DP02663,APT005953,5,Highly recommend this clinic,2024-02-02,Positive
REV03880,DP03134,APT003125,4,Doctor explained everything clearly,2023-12-06,Positive
REV03881,DP02280,APT002871,4,Service was okay,2024-10-27,Neutral
REV03882,DP01238,APT003626,1,Not satisfied with treatment,2023-04-29,Negative
REV03883,DP01301,APT002974,4,Great experience overall,2023-07-22,Positive
REV03884,DP02190,APT000483,4,Great experience overall,2025-07-01,Positive
REV03885,DP03444,APT001248,5,Great experience overall,2024-05-24,Positive
REV03886,DP02023,APT001027,4,Excellent service and very friendly staff,2023-05-25,Positive
REV03887,DP03015,APT000399,5,Great experience overall,2025-01-31,Positive
REV03888,DP01214,APT005803,5,Highly recommend this clinic,2025-10-02,Positive
REV03889,DP01037,APT000090,5,Excellent service and very friendly staff,2025-10-26,Positive
REV03890,DP00622,APT004279,5,Clean clinic and professional team,2025-07-16,Positive
REV03891,DP01541,APT006275,4,Great experience overall,2023-01-15,Positive
REV03892,DP02701,APT004281,3,Service was okay,2023-05-06,Neutral
REV03893,DP00246,APT005595,5,Great experience overall,2025-06-22,Positive
REV03894,DP00636,APT003499,4,Average experience,2025-10-01,Neutral
REV03895,DP01317,APT003782,3,Treatment was fine,2025-07-06,Neutral
REV03896,DP00637,APT002740,4,Doctor explained everything clearly,2024-04-06,Positive
REV03897,DP01988,APT004545,5,Quick and painless procedure,2024-05-23,Positive
REV03898,DP03126,APT004669,3,Service was okay,2023-01-07,Neutral
REV03899,DP00621,APT000648,5,Very satisfied with the treatment,2024-11-20,Positive
REV03900,DP02674,APT000701,5,Great experience overall,2024-07-31,Positive
REV03901,DP00264,APT003584,4,Average experience,2025-02-12,Neutral
REV03902,DP01112,APT006543,4,Clean clinic and professional team,2023-01-19,Positive
REV03903,DP00399,APT001020,4,Nothing special but acceptable,2023-03-10,Neutral
REV03904,DP03069,APT006447,4,Excellent service and very friendly staff,2024-12-31,Positive
REV03905,DP03247,APT003519,5,Doctor explained everything clearly,2023-11-23,Positive
REV03906,DP02858,APT000961,5,Excellent service and very friendly staff,2023-10-28,Positive
REV03907,DP00295,APT005027,4,Waiting time was a bit long,2023-10-29,Neutral
REV03908,DP00107,APT004945,1,Uncomfortable experience,2025-05-08,Negative
REV03909,DP03450,APT005579,4,Great experience overall,2024-10-26,Positive
REV03910,DP02349,APT004780,4,Clean clinic and professional team,2023-10-23,Positive
REV03911,DP00190,APT001089,5,Great experience overall,2025-09-11,Positive
REV03912,DP02539,APT004713,1,Very long waiting time,2024-07-29,Negative
REV03913,DP00695,APT000915,4,Treatment was fine,2025-02-08,Neutral
REV03914,DP01886,APT000529,5,Great experience overall,2025-03-26,Positive
REV03915,DP03010,APT000852,4,Excellent service and very friendly staff,2024-10-11,Positive
REV03916,DP00985,APT001384,5,Quick and painless procedure,2024-09-01,Positive
REV03917,DP01319,APT001129,2,Very long waiting time,2024-08-08,Negative
REV03918,DP02375,APT001217,5,Great experience overall,2025-05-13,Positive
REV03919,DP00461,APT003808,5,Clean clinic and professional team,2024-02-23,Positive
REV03920,DP01796,APT002771,4,Great experience overall,2023-05-05,Positive
REV03921,DP02498,APT004623,5,Very satisfied with the treatment,2025-02-02,Positive
REV03922,DP02924,APT003940,4,Service was okay,2024-05-30,Neutral
REV03923,DP02453,APT005507,4,Excellent service and very friendly staff,2025-04-24,Positive
REV03924,DP02699,APT002958,5,Quick and painless procedure,2024-01-19,Positive
REV03925,DP01936,APT004425,4,Excellent service and very friendly staff,2024-01-10,Positive
REV03926,DP00342,APT004148,4,Very satisfied with the treatment,2024-11-11,Positive
REV03927,DP00510,APT001826,3,Waiting time was a bit long,2025-11-23,Neutral
REV03928,DP00329,APT006752,5,Very satisfied with the treatment,2024-04-18,Positive
REV03929,DP00491,APT004756,4,Doctor explained everything clearly,2023-01-25,Positive
REV03930,DP00553,APT006627,5,Excellent service and very friendly staff,2025-01-04,Positive
REV03931,DP01801,APT000198,5,Very satisfied with the treatment,2023-10-04,Positive
REV03932,DP03458,APT002569,4,Clean clinic and professional team,2024-09-27,Positive
REV03933,DP01634,APT005655,5,Very satisfied with the treatment,2025-04-28,Positive
REV03934,DP01300,APT000908,4,Excellent service and very friendly staff,2024-02-07,Positive
REV03935,DP02137,APT000768,5,Clean clinic and professional team,2024-05-23,Positive
REV03936,DP02024,APT000671,4,Clean clinic and professional team,2023-01-25,Positive
REV03937,DP01524,APT000476,4,Great experience overall,2025-10-02,Positive
REV03938,DP01416,APT005739,4,Great experience overall,2023-05-30,Positive
REV03939,DP00881,APT000715,1,Very long waiting time,2025-05-28,Negative
REV03940,DP02972,APT000725,5,Quick and painless procedure,2025-06-11,Positive
REV03941,DP01717,APT006975,5,Very satisfied with the treatment,2023-08-09,Positive
REV03942,DP03108,APT005818,5,Quick and painless procedure,2024-10-02,Positive
REV03943,DP03053,APT004446,5,Highly recommend this clinic,2024-04-08,Positive
REV03944,DP02259,APT005160,1,Very long waiting time,2024-04-25,Negative
REV03945,DP01040,APT005408,4,Very satisfied with the treatment,2025-07-14,Positive
REV03946,DP02444,APT002454,4,Great experience overall,2025-01-10,Positive
REV03947,DP02846,APT000712,5,Doctor explained everything clearly,2025-12-17,Positive
REV03948,DP01824,APT001893,4,Service was okay,2024-02-20,Neutral
REV03949,DP02397,APT002245,4,Very satisfied with the treatment,2024-03-09,Positive
REV03950,DP01071,APT002692,2,Too expensive for the service,2025-01-29,Negative
REV03951,DP01678,APT001202,4,Very satisfied with the treatment,2023-06-18,Positive
REV03952,DP01797,APT006634,5,Doctor explained everything clearly,2023-03-03,Positive
REV03953,DP03279,APT004419,4,Very satisfied with the treatment,2025-06-27,Positive
REV03954,DP02395,APT000669,5,Doctor explained everything clearly,2023-07-07,Positive
REV03955,DP01449,APT004465,4,Great experience overall,2025-11-02,Positive
REV03956,DP03189,APT005891,4,Clean clinic and professional team,2024-12-31,Positive
REV03957,DP02069,APT006835,5,Excellent service and very friendly staff,2023-03-09,Positive
REV03958,DP02258,APT003257,4,Clean clinic and professional team,2024-11-03,Positive
REV03959,DP02837,APT004458,3,Treatment was fine,2025-04-10,Neutral
REV03960,DP03016,APT002206,1,Very long waiting time,2023-10-13,Negative
REV03961,DP03425,APT004084,4,Quick and painless procedure,2023-07-25,Positive
REV03962,DP01629,APT005385,1,Too expensive for the service,2023-05-13,Negative
REV03963,DP03440,APT003250,4,Clean clinic and professional team,2024-06-14,Positive
REV03964,DP02478,APT002105,4,Service was okay,2024-02-08,Neutral
REV03965,DP00475,APT000137,5,Excellent service and very friendly staff,2025-09-20,Positive
REV03966,DP01054,APT002796,5,Clean clinic and professional team,2025-06-11,Positive
REV03967,DP01507,APT006757,5,Excellent service and very friendly staff,2023-01-18,Positive
REV03968,DP00961,APT005318,5,Quick and painless procedure,2023-07-20,Positive
REV03969,DP03437,APT002881,2,Too expensive for the service,2023-11-05,Negative
REV03970,DP01002,APT000600,1,Very long waiting time,2025-09-20,Negative
REV03971,DP02947,APT002135,4,Quick and painless procedure,2023-04-14,Positive
REV03972,DP03387,APT002292,4,Service was okay,2024-01-19,Neutral
